species	transcript_id	seqid	strand	reference_pass	group	original_index0	reference_index0	original_found	original_boundary_conditional_logp	original_intron_feature_logp	original_boundary_joint_logp	original_source	original_chunk	original_chunk_offset	reference_found	reference_boundary_conditional_logp	reference_intron_feature_logp	reference_boundary_joint_logp	reference_source	reference_chunk	reference_chunk_offset	delta_boundary_conditional_logp	delta_intron_feature_logp	delta_boundary_joint_logp
Cquinoa	C_Quinoa_Scaffold_1611_gene_339.t1	C_Quinoa_Scaffold_1611	-	False	changed_donor	4258020	4256182	True	-0.022437025529124188	-0.3013497542996082	-0.3220405213936277	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1611/predictions_C_Quinoa_Scaffold_1611/predictions.0.zarr/negative	10	127187	True	-3.729479337819761	-0.1532687970181721	-3.8814009055124608	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1611/predictions_C_Quinoa_Scaffold_1611/predictions.0.zarr/negative	10	125349	-3.707042312290637	0.1480809572814361	-3.559360384118833
Cquinoa	C_Quinoa_Scaffold_1710_gene_117.t1	C_Quinoa_Scaffold_1710	+	True	changed_donor	3456749	3458829	True	-0.002336038017396902	-0.01256711920255782	-0.01485761660296081	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1710/predictions_C_Quinoa_Scaffold_1710/predictions.0.zarr/positive	23	112365	True	-0.00039929459036258663	-0.002439519118315303	-0.0028312090326609862	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1710/predictions_C_Quinoa_Scaffold_1710/predictions.0.zarr/positive	23	114445	0.0019367434270343153	0.010127600084242516	0.012026407570299824
Cquinoa	C_Quinoa_Scaffold_1724_gene_1.t1	C_Quinoa_Scaffold_1724	+	True	changed_donor	862	2930	True	-0.0963460167140835	-0.49591614589139077	-0.5911124597782895	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1724/predictions_C_Quinoa_Scaffold_1724/predictions.0.zarr/positive	0	862	True	-0.040021172691366846	-0.06089017219354709	-0.1003576769462482	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1724/predictions_C_Quinoa_Scaffold_1724/predictions.0.zarr/positive	0	2930	0.05632484402271665	0.4350259736978437	0.4907547828320413
Cquinoa	C_Quinoa_Scaffold_1759_gene_33.t1	C_Quinoa_Scaffold_1759	-	False	changed_donor	841601	855623	True	-7.4695329043442555	-0.1726278447454126	-7.6421588902919755	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1759/predictions_C_Quinoa_Scaffold_1759/predictions.0.zarr/negative	12	4427	True	-0.0023065428254920306	-0.022796488864388564	-0.02502253062120019	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1759/predictions_C_Quinoa_Scaffold_1759/predictions.0.zarr/negative	12	18449	7.4672263615187635	0.14983135588102403	7.617136359670775
Cquinoa	C_Quinoa_Scaffold_1765_gene_36.t1	C_Quinoa_Scaffold_1765	+	True	changed_donor	472581	474377	True	-0.002610964890031653	-0.020795528132197205	-0.023349200043339735	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1765/predictions_C_Quinoa_Scaffold_1765/predictions.0.zarr/positive	3	36357	True	-0.0003655350644953259	-0.00141627416346779	-0.0017834962399749799	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1765/predictions_C_Quinoa_Scaffold_1765/predictions.0.zarr/positive	3	38153	0.002245429825536327	0.019379253968729415	0.021565703803364755
Cquinoa	C_Quinoa_Scaffold_1783_gene_190.t1	C_Quinoa_Scaffold_1783	+	False	changed_donor	1761618	1765321	True	-0.09061067794387911	-0.47746101108895944	-0.5688771979206502	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1783/predictions_C_Quinoa_Scaffold_1783/predictions.0.zarr/positive	12	16722	True	-11.437516764369862	-0.01893309232458762	-11.456462063835264	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1783/predictions_C_Quinoa_Scaffold_1783/predictions.0.zarr/positive	12	20425	-11.346906086425983	0.4585279187643718	-10.887584865914615
Cquinoa	C_Quinoa_Scaffold_1817_gene_72.t1	C_Quinoa_Scaffold_1817	-	True	exact_chain_control	725407	725407	True	-0.003841534290498494	-0.03484146250202702	-0.03854490633876484	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1817/predictions_C_Quinoa_Scaffold_1817/predictions.0.zarr/negative	18	63008	True	-0.003841534290498494	-0.03484146250202702	-0.03854490633876484	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1817/predictions_C_Quinoa_Scaffold_1817/predictions.0.zarr/negative	18	63008	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_1895_gene_53.t1	C_Quinoa_Scaffold_1895	-	False	changed_donor	1611769	1608863	True	-10.906279730171239	-0.32482659894626575	-11.23114226672459	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1895/predictions_C_Quinoa_Scaffold_1895/predictions.0.zarr/negative	7	99090	True	-0.001581582456849695	-0.007569706656447295	-0.009147415566747696	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1895/predictions_C_Quinoa_Scaffold_1895/predictions.0.zarr/negative	7	96184	10.904698147714388	0.31725689228981846	11.221994851157842
Cquinoa	C_Quinoa_Scaffold_1971_gene_392.t1	C_Quinoa_Scaffold_1971	+	True	exact_chain_control	4196823	4196823	True	-0.003638820567402057	-0.04214844485036995	-0.04566412398060127	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1971/predictions_C_Quinoa_Scaffold_1971/predictions.0.zarr/positive	28	125399	True	-0.003638820567402057	-0.04214844485036995	-0.04566412398060127	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1971/predictions_C_Quinoa_Scaffold_1971/predictions.0.zarr/positive	28	125399	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_1971_gene_414.t1	C_Quinoa_Scaffold_1971	+	True	exact_chain_control	4350057	4350057	True	-0.007328405479317901	-0.040839549329585	-0.04788723161724473	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1971/predictions_C_Quinoa_Scaffold_1971/predictions.0.zarr/positive	29	133225	True	-0.007328405479317901	-0.040839549329585	-0.04788723161724473	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1971/predictions_C_Quinoa_Scaffold_1971/predictions.0.zarr/positive	29	133225	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_1995_gene_360.t1	C_Quinoa_Scaffold_1995	+	False	changed_donor	4171382	4172401	True	-0.013403892282842556	-0.14502201338212117	-0.1586926175701282	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1995/predictions_C_Quinoa_Scaffold_1995/predictions.0.zarr/positive	28	99958	True	-3.380959115791594	-0.12805728217388035	-3.5080503780196226	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_1995/predictions_C_Quinoa_Scaffold_1995/predictions.0.zarr/positive	28	100977	-3.3675552235087514	0.016964731208240824	-3.3493577604494944
Cquinoa	C_Quinoa_Scaffold_2008_gene_1.t1	C_Quinoa_Scaffold_2008	-	True	changed_donor	20783	38847	True	-9.937563152821184	-0.13284998227792588	-10.070508659939616	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2008/predictions_C_Quinoa_Scaffold_2008/predictions.0.zarr/negative	43	53551	True	-0.0004556031368139202	-0.0035842561696481923	-0.004039461819061785	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2008/predictions_C_Quinoa_Scaffold_2008/predictions.0.zarr/negative	43	71615	9.93710754968437	0.1292657261082777	10.066469198120554
Cquinoa	C_Quinoa_Scaffold_2080_gene_91.t1	C_Quinoa_Scaffold_2080	-	True	changed_donor	685121	705747	True	-0.011110290198730777	-0.10583922390232292	-0.11591109992214577	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2080/predictions_C_Quinoa_Scaffold_2080/predictions.0.zarr/negative	0	84953	True	-0.003251681063541234	-0.013721363059689295	-0.016934043566294577	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2080/predictions_C_Quinoa_Scaffold_2080/predictions.0.zarr/negative	0	105579	0.007858609135189543	0.09211786084263363	0.09897705635585119
Cquinoa	C_Quinoa_Scaffold_2088_gene_357.t1	C_Quinoa_Scaffold_2088	-	True	exact_chain_control	2943736	2943736	True	-0.007187339547868543	-0.07472753305369162	-0.08142184415510645	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/negative	74	116402	True	-0.007187339547868543	-0.07472753305369162	-0.08142184415510645	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/negative	74	116402	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2088_gene_988.t1	C_Quinoa_Scaffold_2088	+	True	exact_chain_control	9432658	9432658	True	-0.008378236167033482	-0.0706607045433989	-0.07842071594492728	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	64	126546	True	-0.008378236167033482	-0.0706607045433989	-0.07842071594492728	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	64	126546	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2088_gene_1283.t1	C_Quinoa_Scaffold_2088	+	True	changed_donor	13571235	13573175	True	-0.02424361888617188	-0.1885181742969042	-0.21135611693319545	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	93	48291	True	-0.0009262344095413155	-0.003213377147787355	-0.004136377699503591	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	93	50231	0.023317384476630565	0.18530479714911685	0.20721973923369186
Cquinoa	C_Quinoa_Scaffold_2088_gene_1284.t1	C_Quinoa_Scaffold_2088	+	True	exact_chain_control	13595746	13595746	True	-0.008717078870709383	-0.18212255836279923	-0.18936249477987754	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	93	72802	True	-0.008717078870709383	-0.18212255836279923	-0.18936249477987754	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2088/predictions_C_Quinoa_Scaffold_2088/predictions.0.zarr/positive	93	72802	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2127_gene_227.t1	C_Quinoa_Scaffold_2127	+	True	changed_donor	6457365	6459153	True	-10.968793468013791	-0.0780711997198189	-11.046838948564304	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2127/predictions_C_Quinoa_Scaffold_2127/predictions.0.zarr/positive	44	59413	True	-9.656354557784754	-0.10324908899014895	-9.75967021992274	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2127/predictions_C_Quinoa_Scaffold_2127/predictions.0.zarr/positive	44	61201	1.3124389102290372	-0.025177889270330045	1.2871687286415643
Cquinoa	C_Quinoa_Scaffold_2371_gene_17.t1	C_Quinoa_Scaffold_2371	+	True	changed_donor	565384	567262	True	-0.00615215075294806	-0.026412487811963814	-0.032411172587386794	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2371/predictions_C_Quinoa_Scaffold_2371/predictions.0.zarr/positive	4	16520	True	-0.000622957065525398	-0.0029991152419537315	-0.003624104638314307	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2371/predictions_C_Quinoa_Scaffold_2371/predictions.0.zarr/positive	4	18398	0.005529193687422662	0.023413372570010083	0.028787067949072487
Cquinoa	C_Quinoa_Scaffold_2412_gene_91.t1	C_Quinoa_Scaffold_2412	-	True	changed_donor	1896688	1895177	True	-0.005878189631719266	-0.051467522928882126	-0.057027339367988095	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2412/predictions_C_Quinoa_Scaffold_2412/predictions.0.zarr/negative	15	54414	True	-8.547192603531705	-0.035910682060572796	-8.583103614457265	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2412/predictions_C_Quinoa_Scaffold_2412/predictions.0.zarr/negative	15	52903	-8.541314413899986	0.01555684086830933	-8.526076275089277
Cquinoa	C_Quinoa_Scaffold_2487_gene_132.t1	C_Quinoa_Scaffold_2487	-	False	changed_donor	3637034	3634300	True	-0.035402200346849266	-0.24165011837652184	-0.27598178416151775	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2487/predictions_C_Quinoa_Scaffold_2487/predictions.0.zarr/negative	7	113489	True	-5.7229812267419256	-0.056701055021693314	-5.779379113110615	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2487/predictions_C_Quinoa_Scaffold_2487/predictions.0.zarr/negative	7	110755	-5.687579026395076	0.18494906335482852	-5.503397328949097
Cquinoa	C_Quinoa_Scaffold_2493_gene_126.t1	C_Quinoa_Scaffold_2493	-	True	changed_donor	1600577	1599346	True	-0.006582297482416344	-0.04150054362436251	-0.04783395968967685	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2493/predictions_C_Quinoa_Scaffold_2493/predictions.0.zarr/negative	24	138904	True	-9.5938377379319	-0.03689744476262646	-9.630786295604834	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2493/predictions_C_Quinoa_Scaffold_2493/predictions.0.zarr/negative	24	137673	-9.587255440449482	0.0046030988617360435	-9.582952335915156
Cquinoa	C_Quinoa_Scaffold_2528_gene_24.t1	C_Quinoa_Scaffold_2528	-	False	changed_donor	205721	205896	True	-9.687583034006957	-0.13581699128221913	-9.823480260226539	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2528/predictions_C_Quinoa_Scaffold_2528/predictions.0.zarr/negative	3	62719	True	-0.013797480804917939	-0.21913644305278313	-0.2332889776420224	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2528/predictions_C_Quinoa_Scaffold_2528/predictions.0.zarr/negative	3	62894	9.67378555320204	-0.08331945177056399	9.590191282584517
Cquinoa	C_Quinoa_Scaffold_2596_gene_1.t1	C_Quinoa_Scaffold_2596	-	True	changed_donor	7984	4151	True	-9.000154906592744	-0.3087557506808638	-9.30905982981502	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2596/predictions_C_Quinoa_Scaffold_2596/predictions.0.zarr/negative	0	7984	True	-10.531310011812124	-0.008280488217673465	-10.53958977776172	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2596/predictions_C_Quinoa_Scaffold_2596/predictions.0.zarr/negative	0	4151	-1.53115510521938	0.30047526246319034	-1.2305299479466996
Cquinoa	C_Quinoa_Scaffold_2646_gene_616.t1	C_Quinoa_Scaffold_2646	-	True	exact_chain_control	7586966	7586966	True	-0.008319540597816033	-0.08184754023022034	-0.08946759022162931	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2646/predictions_C_Quinoa_Scaffold_2646/predictions.0.zarr/negative	2	67955	True	-0.008319540597816033	-0.08184754023022034	-0.08946759022162931	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2646/predictions_C_Quinoa_Scaffold_2646/predictions.0.zarr/negative	2	67955	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2654_gene_44.t1	C_Quinoa_Scaffold_2654	+	True	exact_chain_control	2247140	2247140	True	-0.08684800976868834	-0.30310192279310844	-0.3915868034856196	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2654/predictions_C_Quinoa_Scaffold_2654/predictions.0.zarr/positive	15	66020	True	-0.08684800976868834	-0.30310192279310844	-0.3915868034856196	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2654/predictions_C_Quinoa_Scaffold_2654/predictions.0.zarr/positive	15	66020	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2716_gene_906.t1	C_Quinoa_Scaffold_2716	-	True	changed_donor	8866632	8864399	True	-0.006768008360228617	-0.04859425618262225	-0.05507093902704252	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2716/predictions_C_Quinoa_Scaffold_2716/predictions.0.zarr/negative	7	104709	True	-0.0003518181264441367	-0.0023410998920354587	-0.0026884228852992464	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2716/predictions_C_Quinoa_Scaffold_2716/predictions.0.zarr/negative	7	102476	0.00641619023378448	0.046253156290586794	0.052382516141743274
Cquinoa	C_Quinoa_Scaffold_2742_gene_37.t1	C_Quinoa_Scaffold_2742	-	True	changed_donor	1660718	1674295	True	-12.062509438750173	-0.07156802268956941	-12.134087616597002	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2742/predictions_C_Quinoa_Scaffold_2742/predictions.0.zarr/negative	19	92076	True	-0.0014417946776834611	-0.011162268702421763	-0.012585235170695874	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2742/predictions_C_Quinoa_Scaffold_2742/predictions.0.zarr/negative	17	113845	12.061067644072489	0.06040575398714765	12.121502381426307
Cquinoa	C_Quinoa_Scaffold_2773_gene_20.t1	C_Quinoa_Scaffold_2773	-	True	changed_donor	739363	750616	True	-0.0049584524617838355	-0.05051875795261518	-0.055244319128200825	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2773/predictions_C_Quinoa_Scaffold_2773/predictions.0.zarr/negative	24	72183	True	-0.04341773209221156	-0.22692538791581152	-0.2710735418148138	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2773/predictions_C_Quinoa_Scaffold_2773/predictions.0.zarr/negative	24	83436	-0.03845927963042772	-0.17640662996319634	-0.21582922268661298
Cquinoa	C_Quinoa_Scaffold_2862_gene_58.t1	C_Quinoa_Scaffold_2862	-	True	changed_donor	837382	835430	True	-0.020656704831472972	-0.39433992245247973	-0.4131955885583687	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2862/predictions_C_Quinoa_Scaffold_2862/predictions.0.zarr/negative	16	87433	True	-10.437538631463166	-0.0925920896554393	-10.53016470296592	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2862/predictions_C_Quinoa_Scaffold_2862/predictions.0.zarr/negative	16	85481	-10.416881926631692	0.3017478327970404	-10.116969114407551
Cquinoa	C_Quinoa_Scaffold_2868_gene_90.t1	C_Quinoa_Scaffold_2868	-	False	changed_donor	2822199	2817334	True	-0.004077460437262204	-0.03997973919606679	-0.04392917546922881	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2868/predictions_C_Quinoa_Scaffold_2868/predictions.0.zarr/negative	1	102106	True	-11.250020433185096	-0.0016350331998262746	-11.251658793321369	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2868/predictions_C_Quinoa_Scaffold_2868/predictions.0.zarr/negative	1	97241	-11.245942972747834	0.03834470599624051	-11.20772961785214
Cquinoa	C_Quinoa_Scaffold_2868_gene_95.t1	C_Quinoa_Scaffold_2868	-	True	exact_chain_control	2957554	2957554	True	-0.002334728146955456	-0.021436910950447974	-0.02370831912219007	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2868/predictions_C_Quinoa_Scaffold_2868/predictions.0.zarr/negative	0	94101	True	-0.002334728146955456	-0.021436910950447974	-0.02370831912219007	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2868/predictions_C_Quinoa_Scaffold_2868/predictions.0.zarr/negative	0	94101	0.0	0.0	0.0
Cquinoa	C_Quinoa_Scaffold_2909_gene_75.t1	C_Quinoa_Scaffold_2909	+	False	changed_donor	3147956	3146246	True	-11.468764471712078	-0.16330088087430195	-11.632100999903717	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2909/predictions_C_Quinoa_Scaffold_2909/predictions.0.zarr/positive	21	94388	True	-6.553906627844107	-4.084317242827744	-10.635074755637067	genecad_result/predictions/Cquinoa_full_finetuned/C_Quinoa_Scaffold_2909/predictions_C_Quinoa_Scaffold_2909/predictions.0.zarr/positive	21	92678	4.914857843867971	-3.921016361953442	0.9970262442666495
